SynsetTerms,PosScore,NegScore
toe#4,0,0
shank#1,0,0.25
pitch#10,0,0
fly#13,0,0
snap#9,0,0
whang#2,0,0
undercut#4,0,0
tap#1,0,0
hob#1,0,0
putt#1,0,0
putt#2,0,0
heel#4,0,0
toe#3,0,0
bunker#1,0,0
bounce#2,0,0
bounce_out#1,0,0
backhand#1,0,0
foul_out#1,0,0
pop#2,0,0
hit#1,0,0
follow_through#1,0,0
shell#4,0,0.125
ground#9,0,0
ground#8,0,0
ground#7,0,0
top#7,0,0
pull#13,0,0
kill#8,0,0
kill#7,0,0
connect#11,0,0
drive#18,0,0
drive#17,0,0
hole_out#1,0,0
drag_a_bunt#1,0,0
snick#1,0,0
racket#3,0,0
dribble#3,0,0
slice#2,0,0
hook#4,0,0
single#1,0,0
double#2,0,0
triple#2,0,0
fan#1,0,0
whiff#3,0,0.25
stun#2,0,0
strike#1,0,0
sclaff#2,0,0
whip#1,0,0
switch#6,0,0
cowhide#1,0,0
cat#1,0,0
birch#1,0.125,0
manhandle#1,0.125,0.375
lambaste#1,0,0
knock_down#2,0,0
whang#1,0,0
paste#2,0,0
clout#1,0,0
thrash#7,0.125,0
bat#1,0,0
bat#4,0,0
bat#3,0,0
switch-hit#1,0,0
cut#8,0,0
knock_out#2,0,0.375
rap#1,0,0
knock#2,0,0
thump#3,0.125,0
thwack#1,0,0.125
belt#2,0,0
punch#1,0,0
chop#4,0.125,0
swig#1,0,0
whop#1,0,0.25
pummel#1,0,0
thresh#4,0,0.125
thresh#3,0,0
hammer#1,0,0
sledgehammer#1,0,0
slap#1,0,0
whomp#1,0.125,0
sclaff#1,0,0
clobber#1,0,0
buffet#2,0,0
knock_about#1,0,0
whisk#4,0,0
cream#1,0,0
scramble#4,0.25,0
churn#1,0,0
toss#6,0,0
shuffle#3,0,0
reshuffle#1,0,0
riffle#4,0,0
paddle#6,0,0
vex#3,0,0
roil#2,0,0
puddle#6,0,0
box#3,0,0
spar#3,0,0
spar#2,0,0
prizefight#1,0,0
shadowbox#1,0,0
box#2,0,0
spank#1,0,0
plug_into#1,0,0
unplug#1,0,0
introduce#6,0,0
penetrate#6,0,0
intubate#1,0,0
input#1,0,0
instill#2,0,0
stop_up#1,0,0
tampon#1,0,0
fill_up#3,0,0
chink#2,0,0
cork_up#1,0.125,0
uncork#2,0,0
club#3,0,0
fustigate#1,0,0
poke#3,0,0
nuzzle#2,0,0
squeeze#8,0.375,0
clinch#4,0.125,0
snuggle#1,0.25,0
snuggle#2,0,0
cuddle#2,0,0
spoon#2,0,0
pet#1,0,0
gentle#3,0,0
neck#1,0.5,0
sleep_with#1,0.375,0.125
take#35,0,0
fornicate#1,0,0.25
swing#13,0,0
whore#2,0.375,0.25
wench#1,0,0
tread#6,0,0
service#3,0,0
stand#12,0,0
ruin#5,0.5,0.125
seduce#1,0,0
pair#5,0,0
ride#14,0,0
breed#3,0,0.25
mongrelize#1,0,0.375
backcross#1,0,0
interbreed#1,0,0
cover#21,0,0
wank#1,0.5,0
masturbate#1,0.375,0.25
scarf#1,0.125,0
snog#1,0,0
kiss#2,0,0
smack#4,0,0
tickle#3,0,0
lick#2,0,0
tongue#2,0,0
mouth#3,0,0
bear#4,0,0
spirit_away#2,0,0
bucket#2,0,0
return#7,0,0
get#6,0,0
fetch#3,0,0
retrieve#3,0,0
retrieve#2,0,0
bring#6,0,0.5
take_away#1,0,0
pile#3,0,0
spirit_off#1,0,0
whisk_off#2,0,0
whisk_off#1,0,0
transport#5,0,0
project#3,0,0
propagate#3,0,0
translate#4,0,0
pipe_in#1,0,0
turn#8,0,0
deflate#2,0,0
deflate#1,0,0
throw#14,0,0
shoot#14,0,0
send_out#1,0,0
send_in#1,0,0
mail_out#1,0,0
mail#1,0,0
pouch#2,0,0
deliver#2,0,0
misdeliver#1,0,0.5
swear_out#1,0,0
bring#2,0,0
take_hold_of#1,0,0
retake#2,0,0
snatch_up#1,0.125,0
swoop_up#1,0,0
reach_out#1,0,0
stop#8,0,0
cut_out#3,0,0
prickle#3,0,0
pierce#5,0,0
bite#3,0,0
thrust#5,0,0
stick#13,0,0
stick#12,0,0
peg#2,0,0
pierce#1,0,0
pick#10,0,0
punch#3,0,0
drill#1,0,0
spud#1,0,0
counter-drill#1,0,0
center_punch#1,0,0
trepan#1,0,0
tunnel#2,0,0
funnel#1,0,0
transfix#2,0,0
spit#4,0,0
pin#3,0,0
spear#1,0,0
tusk#1,0,0
gore#1,0,0
sting#2,0,0
gnaw#1,0,0.125
snap_at#1,0,0
seize_with_teeth#1,0,0
snap#12,0,0
nibble#2,0,0
nip#2,0,0
nibble#1,0,0
wave#2,0,0
wigwag#1,0,0
press#1,0,0
push#10,0,0
squeeze#2,0.125,0.125
pull#1,0,0
twitch#5,0,0
skitter#4,0,0
pull_back#3,0,0
adduct#1,0,0
abduct#2,0,0
stretch#7,0,0
yield#11,0,0.375
transport#2,0,0
port#5,0,0
porter#1,0,0
pack#4,0,0
frogmarch#2,0,0
cart#2,0,0
haul_off#1,0,0
fly#4,0,0
lift#16,0,0
haul#2,0,0
plunk#4,0,0
twang#4,0.125,0
tug#1,0,0.25
tug#6,0,0.125
tug#5,0,0.125
drag#1,0,0.25
shlep#2,0,0
train#11,0,0
tug#4,0,0.25
tow#1,0,0.125
tug#3,0,0
haul#1,0,0
bowse#1,0.125,0
wind#7,0,0
trice_up#2,0,0
trice_up#1,0,0
run_up#2,0,0.125
heft_up#1,0,0
upheave#1,0,0.125
weigh_the_anchor#1,0,0
heft#2,0,0
snip_off#1,0,0
twitch#4,0,0
goose#1,0,0
pinch#2,0,0
flute#1,0,0
groove#1,0,0
dado#2,0,0
mill#3,0,0
sink_in#2,0,0
percolate#4,0,0
percolate#3,0,0
strain#7,0,0
separate#5,0,0
extract#5,0,0
fractionate#2,0,0
fractionate#1,0,0
concoct#1,0,0
strain#4,0,0
rice#1,0,0
sift#3,0,0
resift#1,0,0
screen#6,0,0
winnow#1,0,0
coalesce#2,0,0
compound#5,0,0
heterodyne#1,0,0
sulphurette#1,0,0
unify#2,0,0
intermix#1,0,0
commingle#1,0,0
tangle#4,0,0
felt#1,0,0
mesh#4,0,0
unsnarl#1,0,0
tease_apart#1,0,0
set_up#5,0.125,0
stack#3,0,0
chain#1,0,0
concatenate#1,0,0
pair#4,0,0
pair#3,0,0
concord#3,0,0
cascade#2,0,0
settle#11,0.125,0
pyramid#3,0,0
corral#2,0,0
catenulate#1,0,0
dress#9,0,0
disarrange#1,0,0
march#7,0,0
surround#1,0,0
fringe#2,0,0
girdle#2,0,0
force_out#5,0,0
evict#1,0,0.5
turn_out#7,0,0
show_the_door#1,0,0
bounce#7,0,0
superpose#2,0,0
superpose#1,0,0
develop#16,0,0
invite#6,0,0
call_in#1,0,0
welcome#3,0,0
take_in#7,0,0
absorb#8,0.25,0
see#15,0,0
assume#8,0,0.125
snatch#3,0,0.125
cloister#2,0,0
shanghai#1,0,0
pirate#2,0.125,0.125
skyjack#1,0,0
carjack#1,0,0
expropriate#1,0,0.375
throw_together#2,0,0
tumble#6,0,0
putter_around#1,0,0
tinker#1,0,0
puddle#5,0,0
tussle#2,0,0.375
tousle#1,0,0
set_out#2,0,0
compart#1,0,0
relinquish#4,0,0
pop#8,0,0
toggle#3,0,0
unhand#1,0.125,0
let_out#3,0.125,0
unleash#1,0,0
unleash#3,0.125,0.125
uncork#1,0,0
unleash#2,0,0
free#7,0.375,0
suffocate#2,0,0
occlude#1,0,0
tie_up#3,0,0
dam_up#1,0,0
shut_off#3,0,0
screen#5,0,0
shade#3,0,0.125
land_up#1,0,0
stop#10,0,0.375
close#14,0,0
foul#3,0,0
crap_up#1,0,0
unclog#1,0,0
stuff#3,0,0
silt_up#1,0,0
unstuff#1,0,0
bag#1,0.125,0
batfowl#1,0.125,0
catch#8,0,0
catch#25,0,0
rat#5,0,0
trap#2,0,0.125
gin#2,0,0
suspend#1,0,0.375
hang_up#2,0,0
hang#14,0,0
hang#13,0,0
hang#8,0,0
hang#1,0,0
dangle#2,0.125,0
pack#1,0,0
containerize#1,0,0
shrine#1,0,0
pack#12,0,0
veil#1,0,0
unveil#1,0,0
unveil#3,0,0
wad#1,0,0
pack#11,0,0
puddle#4,0,0
cluster#2,0,0
agglomerate#1,0,0
pack#10,0,0
lubricate#2,0.125,0
package#1,0,0
unbox#1,0,0
unpack#1,0,0
break_out#4,0.375,0
bag#5,0,0
pouch#1,0,0
sack#4,0,0
incase#1,0,0
crate#1,0,0
uncrate#1,0,0
roll_up#4,0,0
straighten#5,0,0
weight_down#1,0,0
lighten#2,0,0
overburden#2,0,0
plumb#2,0,0
unburden#2,0,0
unload#2,0,0
empty#4,0,0
bomb_up#1,0,0
surcharge#6,0,0
surcharge#5,0,0.25
overload#1,0,0
charge#8,0,0
freight#2,0,0
discharge#4,0,0
unload#1,0,0
wharf#3,0,0
air-drop#1,0,0
load_up#1,0,0
load#2,0,0
reload#1,0,0
reload#2,0,0
saddle#2,0,0
yoke#3,0,0
inspan#1,0,0
unyoke#1,0,0
outspan#1,0,0
tackle#2,0,0
unharness#1,0,0
yoke#2,0,0
yoke#1,0,0
saddle#1,0,0
unsaddle#1,0,0
contuse#1,0,0
jam#3,0,0
garner#2,0,0
bin#1,0,0
stow#1,0,0
park#1,0,0
settle#18,0.125,0
put#2,0,0
put_to_sleep#1,0,0
set#1,0,0
dispose#4,0,0
emplace#2,0,0
emplace#1,0.125,0
ship#5,0,0
reship#1,0,0
underlay#2,0,0
trench#4,0,0
pigeonhole#1,0,0
shelve#2,0,0
jar#5,0,0
prostrate#3,0,0
repose#6,0,0
sign#6,0,0
middle#1,0,0
parallelize#1,0,0
butt#3,0,0
recess#1,0,0
reposition#2,0,0
reduce#14,0,0
thrust#8,0,0
pop#7,0,0
tee_up#2,0,0
rack_up#2,0,0
coffin#1,0,0
bed#3,0,0
appose#1,0,0
set_down#4,0,0
plunk_down#1,0,0
sow#1,0,0
broadcast#2,0,0
sow_in#1,0,0
reseed#1,0,0
scatter#4,0,0
misplace#2,0,0.125
juxtapose#1,0,0
set_down#3,0,0
bottle#2,0,0
bucket#1,0,0
barrel#1,0,0
ground#3,0,0
ground#2,0,0
rest#10,0,0
misplace#1,0,0.125
rail#7,0,0
stack#2,0,0
rick#1,0,0
cord#1,0,0
stack#1,0,0
stagger#3,0,0.125
stack_up#1,0,0.125
tussle#1,0,0
wrestle#4,0,0
mudwrestle#1,0,0.125
struggle#2,0,0.25
pull_in#1,0,0
get#18,0,0
repulse#3,0,0
retract#4,0,0
invaginate#2,0,0
intussuscept#1,0,0
hurtle#3,0,0
dash#3,0,0.25
precipitate#5,0,0
heave#2,0,0.125
pelt#1,0,0
snowball#2,0,0
egg#1,0,0
throw#1,0,0
defenestrate#1,0,0
pitch#9,0,0
strike_out#2,0,0
shy#2,0,0
drive#9,0,0
throw_overboard#2,0,0
ridge#3,0,0
jettison#2,0,0
throw#6,0,0
turn_on#1,0,0
turn_out#11,0,0
operate#6,0,0
ride#13,0,0
unlock#2,0.25,0
withdraw#3,0,0
propel#1,0,0
drive#8,0,0
fling#1,0,0
toss#1,0,0
submarine#2,0,0
lag#3,0,0
toss_back#1,0,0
lob#1,0.125,0
throw_off#1,0,0
shell#3,0,0
exfoliate#2,0,0
autotomize#1,0,0
set_up#12,0,0
camp_down#1,0,0.125
sling#1,0,0
toss#3,0,0
launch#2,0,0
float#6,0,0
blast_off#1,0,0.125
set_in_motion#1,0,0
launch#3,0,0
catapult#1,0,0
send_off#2,0,0
skitter#3,0,0.125
boost#5,0,0
jet#1,0,0
ram#2,0,0
toenail#1,0,0
wreathe#3,0,0
wreathe#2,0,0
ice#1,0,0
incrust#1,0,0
upend#2,0,0
twine#1,0,0
twine#3,0,0
untwine#1,0,0
wattle#2,0,0
inweave#1,0,0
ruddle#1,0,0
pleach#2,0,0
spin#6,0,0
weave#1,0,0
shoot#13,0,0
unweave#1,0.25,0
tinsel#3,0,0
pleach#1,0,0
braid#2,0,0
unbraid#1,0,0
undo#1,0,0
vandalize#1,0,0
key#3,0,0
untangle#2,0,0
tangle#2,0,0
unravel#2,0,0
lace_up#1,0,0
relace#1,0,0.125
thread#2,0,0
wind_up#4,0,0
wrap#2,0,0
encircle#1,0,0
spool#2,0,0
cheese#2,0,0
reel#3,0,0
ball#1,0,0
clue#1,0,0
unreel#1,0,0
wind_off#1,0,0
unwind#2,0,0
loop#4,0,0
uncoil#1,0,0
wad#2,0,0
swamp#2,0,0
stuff#1,0.125,0
overstuff#1,0,0
jam#5,0,0.25
misfunction#1,0,0
double#4,0,0
work#4,0,0
roll#7,0,0
run#13,0,0
tick_over#1,0,0.125
go_on#5,0,0
go_off#4,0,0
pad#3,0,0
rat#4,0,0
wedge#2,0,0
dislodge#3,0,0
throw#13,0,0
exorcize#1,0,0.125
wedge#1,0,0
lounge#1,0,0
free#3,0,0
plant#2,0,0
root#3,0,0
puddle#3,0,0.125
checkrow#1,0,0
pot#1,0,0
repot#1,0,0
nest#2,0,0
sandwich#2,0,0
sink#9,0.125,0
set#17,0,0
transplant#3,0,0
ingraft#1,0,0
ingrain#1,0.25,0
intrench#1,0,0
entrench#3,0,0
stamp#9,0,0.125
block#8,0,0
tease#5,0,0
imprint#2,0,0
spot#4,0,0
splotch#1,0,0
clean#8,0,0
make_clean#1,0,0.125
wash_up#3,0,0
pipe-clay#1,0,0
houseclean#1,0.125,0
gi#1,0,0
spring-clean#1,0,0
scavenge#1,0,0.5
soil#1,0,0.75
splash#6,0,0.125
mud#1,0,0.375
crock#2,0,0.25
dry_clean#1,0.125,0.125
wash#3,0,0
wash_out#2,0.5,0
pressure-wash#1,0,0
suds#1,0,0
rinse_off#1,0,0.125
wash#7,0,0
pan_out#2,0.125,0.125
cradle#5,0,0
stonewash#1,0,0.125
handwash#1,0,0
machine_wash#1,0,0
acid-wash#1,0,0
tarnish#1,0,0
darken#2,0,0
taint#1,0,0.25
spot#3,0,0
speckle#2,0,0
stipple#4,0,0
spatter#3,0,0
spat#2,0,0
blot#1,0,0
take_up#11,0,0
sponge_up#1,0,0
absorb#1,0,0
resorb#1,0,0
imbibe#2,0,0
adsorb#1,0,0
take_up#8,0,0
suck_out#1,0,0
take_up#10,0,0
incorporate#4,0,0
work#21,0.125,0
stir#8,0,0
spill#3,0,0
spill#4,0,0
seed#1,0,0
splatter#1,0,0
drape#1,0,0
hang#5,0,0
trail#4,0,0
drape#2,0,0.125
sit_down#3,0,0
sprawl#1,0,0
spread-eagle#4,0,0
roost#1,0,0
sit_down#2,0,0
seat#7,0,0
unseat#2,0,0
reseat#3,0,0
repose#5,0,0
lay#4,0,0
blow#17,0,0
squat#1,0,0
kneel#1,0,0
rest#1,0,0.125
stand_up#4,0,0
ramp#5,0,0
stand_back#2,0,0
stand_up#3,0,0
lie#2,0,0
repose#4,0,0.125
recline#2,0,0
overlie#1,0,0
lie_awake#1,0,0
repose#3,0,0.25
bask#2,0.125,0.25
clasp#3,0,0
unbuckle#1,0,0
clasp#2,0,0
wipe_off#2,0,0
sponge#3,0,0
delete#1,0,0.125
strike#14,0,0
scratch_out#1,0,0
disfigure#1,0,0.875
dissect#1,0,0
vivisect#1,0,0
anatomize#1,0,0
bisect#1,0,0
transect#1,0,0
trisect#1,0,0
scar#1,0,0
pockmark#1,0,0
cicatrize#1,0,0
sculpture#2,0,0
whittle#1,0,0
whittle_down#1,0,0
cut#1,0.125,0
crop#1,0,0
chatter#2,0,0
cut_away#2,0,0
undercut#3,0,0
undercut#2,0,0
tomahawk#1,0,0
sabre#1,0,0
cut_out#2,0,0
die_out#2,0,0
rebate#2,0,0
rusticate#4,0,0
cut#26,0,0
cradle#4,0,0
incise#1,0,0
trench#3,0.125,0
tail#2,0,0
tear#2,0,0
split#2,0,0
separate#2,0,0
joint#4,0,0
gin#1,0,0
break#41,0,0
separate#12,0,0
segregate#2,0,0
segment#2,0,0
reduce#13,0,0
cleave#2,0,0
slit#2,0,0
slit#1,0.125,0
gore#2,0,0
lacerate#1,0,0
worry#5,0,0.125
saw#1,0,0
whipsaw#2,0,0
splice#4,0,0
splice#3,0,0
splice#1,0,0
shear#2,0,0
mince#3,0,0
sever#2,0,0
sever#1,0,0
collide#3,0,0.125
smash#8,0,0
smash#7,0,0
shock#4,0,0.375
ram#3,0,0.25
crash#5,0,0
crash#9,0,0.125
wrap#4,0,0
prang#1,0,0
collide#2,0,0
ditch#5,0,0
segment#1,0,0
syllabize#1,0,0
quarter#3,0,0
partition_off#1,0,0
pound_off#1,0,0
ruin#1,0,0.5
do_a_job_on#1,0.125,0.25
subvert#4,0.125,0.375
get#32,0,0.25
devour#1,0.125,0.375
violate#6,0,0.125
explode#5,0,0.125
consume#4,0.125,0.375
shipwreck#4,0,0.375
wreck#1,0,0.25
ruin#4,0,0
smash_up#1,0,0.75
uproot#3,0,0
stub#1,0,0
set#12,0,0
bed#2,0,0
dibble#1,0,0
forest#1,0,0
re-afforest#1,0,0
reforest#1,0,0
replant#1,0,0
strangle#2,0,0
surround#2,0.125,0.125
smother#5,0,0
suffocate#1,0,0
set_up#9,0,0
retrofit#2,0.125,0
set_up#10,0,0
reinstall#1,0,0
put_up#1,0,0
gag#2,0,0
scrag#2,0,0
throttle#2,0,0
decollate#1,0,0
guillotine#1,0,0
scrag#1,0,0
stake#5,0,0
dismember#1,0,0
tease#4,0,0
take_apart#2,0,0
tense#1,0,0
clinch#3,0.125,0
clinch#2,0,0
rive#1,0,0.25
tear#1,0,0
tear_up#1,0,0.25
grate#3,0,0.125
grip#2,0,0
tamp_down#1,0,0
press_down#1,0,0
lower#4,0,0
ram_down#1,0,0
bulldoze#1,0,0
punch#2,0,0
situate#2,0,0
redeposit#2,0,0
range#6,0,0
pasture#1,0,0
drift#8,0,0
soften#4,0,0.125
souse#2,0,0
sop#3,0,0
plunge#1,0,0
dip#13,0,0
dip#12,0,0
submerse#2,0,0
soak#1,0,0
sheathe#3,0,0
ladle#2,0,0
ladle#1,0,0
lift#2,0,0
pitchfork#1,0,0
slop#3,0,0.375
spoon#1,0,0
unfold#4,0,0
divaricate#2,0,0
exfoliate#1,0,0
grass#3,0,0
wrap#3,0,0
tube#4,0,0
capsulize#1,0,0
engulf#2,0.125,0
sheathe#2,0,0
unsheathe#1,0,0
sheathe#1,0,0
invaginate#1,0,0
cocoon#2,0,0
bathe#2,0,0
shroud#1,0,0
swallow_up#1,0.125,0
trace#2,0,0
construct#3,0.125,0
inscribe#3,0,0
circumscribe#1,0,0
circumscribe#3,0,0
chase#3,0,0
chamfer#1,0,0
miter#1,0,0
cone#1,0,0
turn#13,0,0
shove#2,0,0.25
deform#1,0,0.25
brecciate#1,0,0
reticulate#3,0,0
flake#1,0,0
strickle#1,0,0
shoot#12,0,0
untangle#1,0,0.25
tamper#1,0,0
toy#2,0.25,0
storm#2,0,0
kick_in#3,0,0
frame_in#1,0,0
shut_in#1,0.125,0.125
glass_in#1,0,0
bank#2,0,0
dyke#1,0,0.125
encapsulate#1,0,0
fence_in#1,0,0
rope_off#1,0,0
tag#1,0,0
trademark#1,0,0.25
point#9,0,0
point#8,0,0
point#7,0,0
calibrate#2,0,0
code#1,0,0
badge#1,0,0
rest_on#1,0,0
piece#1,0,0
vamp_up#2,0,0
core#1,0,0
doff#1,0,0
gut#2,0,0
head#9,0,0
gut#1,0,0
jerk#5,0,0
ruffle#5,0,0
stake#3,0,0
post#1,0,0
placard#1,0,0
stake#4,0,0
yank#1,0,0
winch#1,0,0
tweak#2,0.125,0
tweak#1,0.375,0
pull_off#4,0,0
tweeze#1,0,0
hitch_up#1,0,0
pry#1,0,0
gap#1,0,0
swing_out#1,0,0
squelch#4,0.125,0
stamp#8,0.125,0
steamroller#3,0.125,0.125
tread#3,0,0
telescope#1,0,0
grind#1,0,0
crank_up#2,0,0
solder#1,0,0
dip_solder#1,0,0.125
soft-solder#1,0,0
braze#1,0,0
weld#1,0,0
spotweld#1,0,0
buttweld#1,0,0
comb#1,0.125,0
currycomb#1,0,0
heckle#1,0.375,0
weigh_down#2,0,0
shoot#8,0,0
dunk#2,0,0
slam-dunk#2,0,0
break#40,0,0
chip#3,0,0
volley#2,0,0
carom#2,0,0
birdie#1,0,0
eagle#1,0,0
double_bogey#1,0,0
bogey#1,0,0
wire#3,0,0
unwire#1,0,0
wire#4,0,0
carburet#1,0,0
casket#1,0,0
chemisorb#1,0,0
crepe#1,0,0
coal#3,0,0
coapt#2,0.125,0
conglutinate#1,0,0
concrete#1,0,0
corral#1,0,0
tag#2,0,0
nab#1,0,0
croquet#1,0,0
cut_across#3,0,0
rip#3,0,0
hold#14,0,0
sling#4,0,0
stoop#5,0,0
piggyback#4,0,0
piggyback#3,0,0
piggyback#2,0,0
poise#4,0,0
juggle#5,0,0
poise#3,0,0
blacklead#1,0,0
gate#2,0,0
grass#2,0,0
gravel#2,0,0
metal#1,0,0
tarmac#1,0,0
limber_up#1,0,0
lime#2,0,0
lance#3,0,0
loft#3,0,0
lance#2,0,0
rope#1,0,0
loft#2,0,0
joggle#2,0,0
joint#3,0,0
juggle#4,0,0
martyr#1,0,0
knuckle#2,0,0
knuckle#1,0,0
mantle#2,0,0
ooze_through#1,0,0
sop#2,0,0
wash_out#3,0,0
lock#5,0,0
fortify#2,0,0
trench#2,0,0
lean#2,0,0
lock#4,0,0
trap#3,0,0
draw_together#1,0.125,0
close#13,0,0.25
set#6,0,0
clap#1,0,0
hem_in#1,0.375,0
mound_over#1,0,0
toggle#2,0,0
girdle#1,0,0
straw#1,0,0
graze#2,0,0
strip#7,0.125,0
clean#6,0,0
pull_at#1,0,0
pull#4,0,0
retract#3,0,0
draw_close#3,0,0
rest#8,0,0
size#1,0,0
break_up#9,0,0
break#38,0,0
cut#4,0,0
cut#25,0,0
cut#24,0.125,0
perch#3,0,0
hoist#2,0,0
drop#15,0,0
spread#10,0,0
spread#9,0,0
load#4,0,0
cram#2,0,0
drape#4,0,0
dust#3,0,0
plaster#3,0.125,0
plaster#2,0,0
set#16,0,0
siphon#2,0,0
squish#2,0,0
tap#11,0,0
butterfly#2,0,0
gradate#1,0,0
stick#11,0,0
stick#10,0,0
stick#9,0,0
hitch#5,0,0
steel#2,0,0
hedge_in#1,0,0
hedge#2,0,0.125
ligate#1,0,0
retire#9,0,0
metallize#1,0,0
platinize#1,0,0
porcelainize#1,0,0
zinc#1,0,0
put_away#4,0,0
shed_blood#1,0,0
tree#2,0,0
unblock#1,0,0
disperse#5,0.125,0
bowl#2,0,0
seat#6,0,0
robe#2,0,0
make#3,0,0
track#5,0.125,0
institute#2,0,0
introduce#5,0,0
short-circuit#2,0,0
make#11,0,0
unmake#1,0.5,0.125
re-create#1,0,0
remake#1,0,0
destruct#2,0,0
self-destruct#1,0,0
destruct#1,0,0
end#4,0,0
fracture#2,0,0
wipe_out#3,0.125,0.5
interdict#1,0,0
produce#2,0,0
prefabricate#2,0,0
underproduce#1,0,0
output#1,0,0
pulse#2,0,0
slap_together#1,0,0
tailor-make#2,0,0
dummy_up#1,0,0
turn_out#3,0,0
machine#2,0,0
machine#1,0,0
grind#7,0,0
grind#6,0,0
stamp#7,0,0
puddle#2,0,0
beat#5,0.25,0
churn_out#2,0,0
overproduce#2,0,0
elaborate#2,0,0
put_out#2,0,0
laminate#1,0,0
mass-produce#1,0,0
bootleg#2,0,0
compose#4,0,0
confection#1,0,0
cobble_up#1,0,0
anthologize#1,0,0
catalogue#2,0,0
compile#3,0,0
generate#1,0,0
come_up#1,0.375,0
develop#13,0,0
generate#3,0,0
start#5,0,0
set#13,0,0
yield#3,0,0
yield#7,0,0
wreak#1,0,0
stir#6,0.125,0
extract#3,0,0
wring_from#1,0,0.75
pry#4,0,0.125
renew#1,0,0
create_mentally#1,0,0
give_birth#2,0,0
schematize#1,0,0
invent#1,0,0
throw#7,0,0
formulate#4,0,0
gestate#1,0.125,0
design#6,0.375,0
preconceive#1,0,0
think_up#1,0,0
manufacture#2,0,0.25
mythologize#1,0,0
confabulate#1,0,0
trump_up#1,0,0
retell#2,0,0
visualize#1,0,0
visualize#3,0,0
foresee#2,0,0.125
imagine#1,0,0.5
fantasize#2,0.375,0
prefigure#1,0,0.125
think#5,0,0.125
fantasy#1,0,0.125
woolgather#1,0,0.125
find#8,0,0
project#7,0,0
plot#4,0,0
concert#1,0,0
strike#18,0,0
spin#5,0,0
spin#4,0,0
spatchcock#2,0,0
plan#4,0,0
redesign#1,0,0
make#9,0,0
design#3,0,0
fulfill#1,0,0
get_over#2,0,0
run#21,0,0
consummate#2,0.125,0
consummate#1,0,0.375
pioneer#2,0,0
strike_up#2,0,0
introduce#2,0,0
phase_in#1,0,0
phase_out#1,0,0
set_up#8,0,0
get#31,0,0
draw#19,0,0
trip#4,0,0
induce#1,0,0
bring_on#3,0,0
precipitate#1,0,0
stimulate#5,0,0
substantiate#3,0.125,0
incarnate#1,0.25,0
disincarnate#1,0,0
pioneer#1,0,0
make#5,0,0
make#8,0,0
drive#7,0.5,0
occasion#1,0,0
inspire#2,0,0
provoke#2,0,0
pick#4,0,0.25
plant#3,0,0
fix#6,0,0
give#13,0,0
pacify#2,0,0
stage#2,0,0
dogfight#1,0,0
concord#2,0,0
tee_up#1,0,0
prearrange#1,0.125,0
phase#1,0,0
spawn#1,0,0
mount#4,0,0
put_on#6,0,0
rerun#2,0,0
riff#2,0,0
misplay#1,0,0
turn_in#3,0,0
propel#2,0,0
impel#1,0,0
start_up#2,0,0
strike_up#1,0,0
undertake#1,0,0
prepare#4,0,0
lay#3,0,0
turn_out#6,0.125,0
seed#3,0,0
crop#3,0,0
overbear#2,0,0
fruit#2,0,0
fruit#1,0,0
create_from_raw_stuff#1,0,0
manufacture#1,0,0
make#15,0,0
raft#3,0,0
forge#2,0,0
make#17,0,0
dry-wall#1,0,0.375
lock#9,0,0
establish#7,0,0
wattle#1,0,0
frame_up#1,0,0
reconstruct#2,0,0
groin#1,0,0
cantilever#2,0,0
pulverize#2,0.125,0.25
tack_together#1,0,0
mix_up#1,0,0.5
reassemble#1,0,0
configure#1,0,0
compound#4,0,0
take_apart#1,0,0
forge#7,0,0
tie#8,0,0
remodel#2,0,0
craft#1,0,0
handcraft#1,0,0
cooper#1,0,0
work#20,0,0
preform#2,0,0
preform#1,0.25,0
mound#1,0,0
mound_over#2,0,0
hill#1,0,0
roughcast#1,0.375,0
reshape#2,0.25,0
dip#11,0,0
sinter#1,0,0
set_up#3,0,0
set_up#6,0,0
rig_up#1,0,0
tear_down#1,0,0
uproot#2,0,0
dilapidate#1,0,0.25
press_out#2,0,0
mould#2,0,0
remould#1,0,0
sand_cast#1,0,0
throw#12,0,0
handbuild#1,0,0
bake#2,0,0
brew#1,0,0
ready#1,0,0
deglaze#1,0,0
scallop#2,0,0
flambe#1,0,0
sandwich#1,0,0
put_on#3,0,0
spatchcock#1,0,0
devil#2,0,0
cook#1,0,0
precook#1,0,0
whomp_up#1,0,0
cook_up#1,0,0
tailor-make#1,0,0
run_up#5,0,0
tailor#2,0.125,0.25
style#2,0,0
alter#3,0,0
quilt#2,0,0
quilt#1,0,0
embroider#1,0,0
fagot#1,0,0
stick#8,0,0
purl#5,0,0
purl#4,0,0
illustrate#3,0,0
work_on#2,0,0
hot-work#1,0,0
coldwork#1,0,0
overwork#1,0,0
rework#1,0,0
rack#9,0,0
tool#4,0,0
garland#1,0,0
flight#3,0,0
spangle#2,0,0
foliate#2,0,0
flag#4,0,0
dress_up#3,0,0
bead#2,0,0
pipe#4,0,0.125
applique#1,0,0
macrame#1,0,0
knit#1,0,0
purl#3,0,0
cast_on#1,0,0
cast_off#2,0,0
rib#1,0,0
purl_stitch#1,0,0
knit#2,0,0
web#1,0,0
loom#4,0,0
hook#3,0,0
crochet#1,0,0
